title,category,venue_name,venue_map_url,price_text,tickets_url,detail_url,description,duration_minutes,price_min,price_max,venue_lat,venue_lng,date,time,language,id,price_currency
"Rugby, ras en ’n kis bier",,,,,,https://woordfees.co.za/program/gesprekke-en-menings-rugby-ras-en-n-kis-bier/,,,,,,,,,AFR,rugby-ras-en-n-kis-bier,
Rumour has it…,,,,,,https://woordfees.co.za/program/rumour-has-it/,,,,,,,,,AFR,rumour-has-it,
Rusbankreis na Spanje,,,,,https://www.quicket.co.za/events/319674-rusbankreis-na-spanje/?preview=t,https://woordfees.co.za/program/rusbankreis-na-spanje/,,,,,,,,,AFR,rusbankreis-na-spanje,
Safari-aktiwiteite,,,,,,https://woordfees.co.za/program/safari-aktiwiteite/,,,,,,,,,AFR,safari-aktiwiteite,
Sanlam-WOW-Spelfees: Belyningsvergadering,,,,,,https://woordfees.co.za/program/sanlam-wow-spelfees-belyningsvergadering/,,,,,,,,,AFR,sanlam-wow-spelfees-belyningsvergadering,
Sanlam-WOW-Spelfees: Nasionale eindronde,,,,,,https://woordfees.co.za/program/sanlam-wow-spelfees-nasionale-eindronde/,,,,,,,,,AFR,sanlam-wow-spelfees-nasionale-eindronde,
Sanlam-WOW-Spelfees: Prysuitdeling,,,,,,https://woordfees.co.za/program/sanlam-wow-spelfees-prysuitdeling/,,,,,,,,,AFR,sanlam-wow-spelfees-prysuitdeling,
Sathima’s Africa: ’n Huldeblyk aan die Jazz-legende Sathima Bea Benjamin,,,,,https://www.quicket.co.za/events/318667-sathimas-africa/?preview=t,https://woordfees.co.za/program/sathimas-africa-n-huldeblyk-aan-die-jazz-legende-sathima-bea-benjamin/,,,,,,,,,AFR,sathimas-africa-n-huldeblyk-aan-die-jazz-legende-sathima-bea-benjamin,
Sathima’s Windsong,,,,,,https://woordfees.co.za/program/sathimas-windsong/,,,,,,,,,AFR,sathimas-windsong,
SboNdaba Dance: In search of our Humanity,,,,,https://www.quicket.co.za/events/318688-sbondaba-dance-in-search-of-our-humanity/?preview=t,https://woordfees.co.za/program/sbondaba-dance-insearch-of-our-humanity/,,,,,,,,,AFR,sbondaba-dance-in-search-of-our-humanity,
Schalk Bezuidenhout: Mamma se groot seun,,,,,https://www.quicket.co.za/events/318685-schalk-bezuidenhout-mamma-se-groot-seun/?preview=t,https://woordfees.co.za/program/schalk-bezuidenhout-mamma-se-groot-seun/,,,,,,,,,AFR,schalk-bezuidenhout-mamma-se-groot-seun,
Science Café: Kwantumsatelliete: SA en China vat hande,,,,,,https://woordfees.co.za/program/science-cafe-kwantumsatelliete-sa-en-china-vat-hande/,,,,,,,,,AFR,science-café-kwantumsatelliete-sa-en-china-vat-hande,
Science Café: Waarom bestudeer ons ruimterotse?,,,,,,https://woordfees.co.za/program/science-cafe-waarom-bestudeer-ons-ruimterotse/,,,,,,,,,AFR,science-café-waarom-bestudeer-ons-ruimterotse,
Seasons of Longing,,,,,,https://woordfees.co.za/program/seasons-of-longing/,,,,,,,,,AFR,seasons-of-longing,
Seun,,,,,https://www.quicket.co.za/events/319622-seun?preview=t#/,https://woordfees.co.za/program/seun/,,,,,,,,,AFR,seun,
Sew the Winter to My Skin,,,,,https://www.quicket.co.za/events/320512-sew-the-winter-to-my-skin/?preview=t,https://woordfees.co.za/program/sew-the-winter-to-my-skin/,,,,,,,,,AFR,sew-the-winter-to-my-skin,
Shaka von Beethoven,,,,,,https://woordfees.co.za/program/naggesprekke-driftig-in-die-doker-shaka-von-beethoven/,,,,,,,,,AFR,shaka-von-beethoven,
Sharlé Matthews: Gesprek in kuns,,,,,,https://woordfees.co.za/program/sharle-matthews-gesprek-in-kuns/,,,,,,,,,AFR,sharlé-matthews-gesprek-in-kuns,
Sing jou lied,,,,,https://www.quicket.co.za/events/318543-sing-jou-lied/?preview=t,https://woordfees.co.za/program/sing-jou-lied/,,,,,,,,,AFR,sing-jou-lied,
"Sjjjt, ons lees!",,,,,,https://woordfees.co.za/program/sjjjt-ons-lees/,,,,,,,,,AFR,sjjjt-ons-lees,
Sjoe!,,,,,https://www.quicket.co.za/events/319676-sjoe/?preview=t,https://woordfees.co.za/program/sjoe/,,,,,,,,,AFR,sjoe,
Skadu’s & silhoeëtte-staptoer op die Stellenbosch-kunsmyl,,,,,https://www.quicket.co.za/events/320525-skadus-silhoeette-staptoer-op-die-stellenbosch-kunsmyl/?preview=t,https://woordfees.co.za/program/skadus-silhoeette-staptoer-op-die-stellenbosch-kunsmyl/,,,,,,,,,AFR,skadus-silhoeëtte-staptoer-op-die-stellenbosch-kunsmyl,
"Skink, proe & vier Lanzerac Pinotage",,,,,https://www.quicket.co.za/events/320488-skink-proe-vier-lanzerac-pinotage/?preview=t,https://woordfees.co.za/program/skink-proe-vier-lanzerac-pinotage/,,,,,,,,,AFR,skink-proe-vier-lanzerac-pinotage,
Skokkend: twee waremisdaadboeke,,,,,https://www.quicket.co.za/events/319677-skokkend-twee-waremisdaadboeke/?preview=t,https://woordfees.co.za/program/skokkend-twee-waremisdaadboeke/,,,,,,,,,AFR,skokkend-twee-waremisdaadboeke,
"Skop, skiet en donner",,,,,https://www.quicket.co.za/events/318626-skop-skiet-en-donner/?preview=t,https://woordfees.co.za/program/skop-skiet-en-donner/,,,,,,,,,AFR,skop-skiet-en-donner,
Skrootwerf-evangelie: Gebroke hallelujas en verroeste belydenis,,,,,https://www.quicket.co.za/events/319691-skrootwerf-evangelie-gebroke-hallelujas-en-verroeste-belydenis?preview=t#/,https://woordfees.co.za/program/skrootwerf-evangelie-gebroke-hallelujas-enverroeste-belydenis/,,,,,,,,,AFR,skrootwerf-evangelie-gebroke-hallelujas-en-verroeste-belydenis,
Soekende profeet,,,,,https://www.quicket.co.za/events/319679-soekende-profeet/?preview=t,https://woordfees.co.za/program/soekende-profeet/,,,,,,,,,AFR,soekende-profeet,
Songs of Love and Solitude,,,,,https://www.quicket.co.za/events/318544-songs-of-love-and-solitude/?preview=t,https://woordfees.co.za/program/songs-of-love-and-solitude/,,,,,,,,,AFR,songs-of-love-and-solitude,
Sonografie: Grepe in Roots en Blues,,,,,https://www.quicket.co.za/events/318639-sonografie-grepe-in-roots-en-blues/?preview=t,https://woordfees.co.za/program/sonografie-grepe-in-roots-en-blues/,,,,,,,,,AFR,sonografie-grepe-in-roots-en-blues,
Soweto String Quartet: Van klassiek en kwela tot tango en techno,,,,,https://www.quicket.co.za/events/319847-soweto-string-quartet-klassiek-en-kwla-tot-tango-en-techno/?preview=t,https://woordfees.co.za/program/soweto-string-quartet-van-klassiek-en-kwela-tot-tango-en-techno/,,,,,,,,,AFR,soweto-string-quartet-van-klassiek-en-kwela-tot-tango-en-techno,
Speelkamersessies met Bertus Basson,,,,,https://www.quicket.co.za/events/320468-speelkamersessies-met-bertus-basson/?preview=t,https://woordfees.co.za/program/speelkamersessies-met-bertus-basson/,,,,,,,,,AFR,speelkamersessies-met-bertus-basson,
Spesiaal vir Juniors: Verf-en-vers-slypskool,,,,,,https://woordfees.co.za/program/spesiaal-vir-juniors-verf-en-vers-slypskool/,,,,,,,,,AFR,spesiaal-vir-juniors-verf-en-vers-slypskool,
Spesiaal vir Juniors: WOW-Redenaars,,,,,,https://woordfees.co.za/program/spesiaal-vir-juniors-wow-redenaars/,,,,,,,,,AFR,spesiaal-vir-juniors-wow-redenaars,
Spesiaal vir Juniors: WOW-telfees,,,,,,https://woordfees.co.za/program/spesiaal-vir-juniors-wow-telfees/,,,,,,,,,AFR,spesiaal-vir-juniors-wow-telfees,
Spesiaal vir Onderwysers: PEN-skryfskool vir WOW-onderwysers,,,,,,https://woordfees.co.za/program/spesiaal-vir-onderwysers-pen-skryfskool-vir-wow-onderwysers/,,,,,,,,,AFR,spesiaal-vir-onderwysers-pen-skryfskool-vir-wow-onderwysers,
Spesiaal vir Onderwysers: Slypskool vir skoolkore,,,,,,https://woordfees.co.za/program/spesiaal-vir-onderwysers-slypskool-vir-skoolkore/,,,,,,,,,AFR,spesiaal-vir-onderwysers-slypskool-vir-skoolkore,
Spesiaal vir Onderwysers: Storietyd in die grondslagfase,,,,,,https://woordfees.co.za/program/spesiaal-vir-onderwysers-storietyd-in-die-grondslagfase/,,,,,,,,,AFR,spesiaal-vir-onderwysers-storietyd-in-die-grondslagfase,
Spesiaal vir Onderwysers: WOW-dag vir onderwysers,,,,,,https://woordfees.co.za/program/spesiaal-vir-onderwysers-wow-dag-vir-onderwysers/,,,,,,,,,AFR,spesiaal-vir-onderwysers-wow-dag-vir-onderwysers,
Spesiaal vir Onderwysers: WOW-kuier met skoolhoofde,,,,,,https://woordfees.co.za/program/spesiaal-vir-onderwysers-wow-kuier-met-skoolhoofde/,,,,,,,,,AFR,spesiaal-vir-onderwysers-wow-kuier-met-skoolhoofde,
Spesiaal vir Onderwysers: Werk binne die kunste,,,,,,https://woordfees.co.za/program/spesiaal-vir-onderwysers-werk-binne-die-kunste/,,,,,,,,,AFR,spesiaal-vir-onderwysers-werk-binne-die-kunste,
Spesiaal vir Seniors: Vir ons WOW-Aspirantskrywers,,,,,,https://woordfees.co.za/program/spesiaal-vir-seniors-vir-ons-wow-aspirantskrywers/,,,,,,,,,AFR,spesiaal-vir-seniors-vir-ons-wow-aspirantskrywers,
Spesiaal vir Seniors: WOW-Dag vir Gr. 11’S,,,,,,https://woordfees.co.za/program/spesiaal-vir-seniors-wow-dag-vir-gr-11s/,,,,,,,,,AFR,spesiaal-vir-seniors-wow-dag-vir-gr-11s,
Spesiaal vir Seniors: WOW-Debatfees,,,,,,https://woordfees.co.za/program/spesiaal-vir-seniors-wow-debatfees/,,,,,,,,,AFR,spesiaal-vir-seniors-wow-debatfees,
Spesiaal vir Seniors: WOW-Jeugleiers,,,,,,https://woordfees.co.za/program/spesiaal-vir-seniors-wow-jeugleiers/,,,,,,,,,AFR,spesiaal-vir-seniors-wow-jeugleiers,
Spesiaal vir Seniors: WOW-Skoolmediakursus,,,,,,https://woordfees.co.za/program/spesiaal-vir-seniors-wow-skoolmediakursus/,,,,,,,,,AFR,spesiaal-vir-seniors-wow-skoolmediakursus,
Spesiaal vir Seniors: WOW-Toneelslypskool,,,,,,https://woordfees.co.za/program/spesiaal-vir-seniors-wow-toneelslypskool/,,,,,,,,,AFR,spesiaal-vir-seniors-wow-toneelslypskool,
Spesiaal vir WOW-studente: Maties gesels oor…,,,,,,https://woordfees.co.za/program/spesiaal-vir-wow-studente-maties-gesels-oor/,,,,,,,,,AFR,spesiaal-vir-wow-studente-maties-gesels-oor,
Spesiaal vir Woordfeesgangers: Langarm-Snack-Dans,,,,,,https://woordfees.co.za/program/spesiaal-vir-woordfeesgangers-langarm-snack-dans/,,,,,,,,,AFR,spesiaal-vir-woordfeesgangers-langarm-snack-dans,
Spesiaal vir seniors: Vir ons WOW-Feesgangers,,,,,,https://woordfees.co.za/program/spesiaal-vir-seniors-vir-ons-wow-feesgangers/,,,,,,,,,AFR,spesiaal-vir-seniors-vir-ons-wow-feesgangers,
Spier Winemaker’s Dinner,,,,,https://www.quicket.co.za/events/320521-spier-winemakers-dinner/?preview=t,https://woordfees.co.za/program/spier-winemakers-dinner/,,,,,,,,,AFR,spier-winemakers-dinner,
Spier’s Blind Tasting: A Multisensory Wine Experience,,,,,https://www.quicket.co.za/events/320523-spiers-blind-tasting/?preview=t,https://woordfees.co.za/program/spiers-blind-tasting-a-multisensory-wine-experience/,,,,,,,,,AFR,spiers-blind-tasting-a-multisensory-wine-experience,
Stap in Idasvallei,,,,,https://www.quicket.co.za/events/320533-stap-in-idasvallei/?preview=t,https://woordfees.co.za/program/stap-in-idasvallei/,,,,,,,,,AFR,stap-in-idasvallei,
Stapstories met Visit Stellenbosch,,,,,https://www.quicket.co.za/events/320534-stapstories-met-visit-stellenbosch/?preview=t,https://woordfees.co.za/program/stapstories-met-visit-stellenbosch/,,,,,,,,,AFR,stapstories-met-visit-stellenbosch,
Stellenbosch dorpsgesprekke: Die slag van Botmaskop,,,,,,https://woordfees.co.za/program/stellenbosch-dorpsgesprekke-die-slag-van-botmaskop/,,,,,,,,,AFR,stellenbosch-dorpsgesprekke-die-slag-van-botmaskop,
Stellenbosch dorpsgesprekke: Stellenbosch – ’n Bolandse lente,,,,,,https://woordfees.co.za/program/stellenbosch-dorpsgesprekke-stellenbosch-n-bolandse-lente/,,,,,,,,,AFR,stellenbosch-dorpsgesprekke-stellenbosch-n-bolandse-lente,
Stemme uit die verlede: Verrassende mededelings uit die kerkargief: Briewe wat stories vertel,,,,,https://www.quicket.co.za/events/320481-stemme-uit-die-verlede-briewe-wat-stories-vertel/#/,https://woordfees.co.za/program/stemme-uit-die-verlede-verrassende-mededelings-uit-die-kerkargief-briewe-wat-stories-vertel/,,,,,,,,,AFR,stemme-uit-die-verlede-verrassende-mededelings-uit-die-kerkargief-briewe-wat-stories-vertel,
Stemme uit die verlede: Verrassende mededelings uit die kerkargief: Kleinode uit die Afrikaanse musiekskat,,,,,https://www.quicket.co.za/events/320502-stemme-uit-die-verlede-kleinode-uit-die-afrikaanse-musiekskat/?preview=t#/,https://woordfees.co.za/program/stemme-uit-die-verlede-verrassende-mededelings-uit-die-kerkargief-kleinode-uit-die-afrikaanse-musiekskat/,,,,,,,,,AFR,stemme-uit-die-verlede-verrassende-mededelings-uit-die-kerkargief-kleinode-uit-die-afrikaanse-musiekskat,
Stemme uit die verlede: Verrassende mededelings uit die kerkargief: Musiek van die engele of die “ménestrels”,,,,,https://www.quicket.co.za/events/320499-stemme-uit-die-verlede-musiek-van-die-engele-of-die-mnestrels/?preview=t#/,https://woordfees.co.za/program/stemme-uit-die-verlede-verrassende-mededelings-uit-die-kerkargief-musiek-van-die-engele-of-die-menestrels/,,,,,,,,,AFR,stemme-uit-die-verlede-verrassende-mededelings-uit-die-kerkargief-musiek-van-die-engele-of-die-ménestrels,
Stemme uit die verlede: Verrassende mededelings uit die kerkargief: Teenwoordig,,,,,https://www.quicket.co.za/events/320480-stemme-uit-die-verlede-teenwoordig/#/,https://woordfees.co.za/program/stemme-uit-die-verlede-verrassende-mededelings-uit-die-kerkargief-teenwoordig/,,,,,,,,,AFR,stemme-uit-die-verlede-verrassende-mededelings-uit-die-kerkargief-teenwoordig,
Stillborn,,,,,,https://woordfees.co.za/program/stillborn/,,,,,,,,,AFR,stillborn,
Storieman(s),,,,,https://www.quicket.co.za/events/319680-storiemans/?preview=t,https://woordfees.co.za/program/storiemans/,,,,,,,,,AFR,storiemans,
Strauss & Co: Irma Stern,,,,,,https://woordfees.co.za/program/strauss-co-irma-stern/,,,,,,,,,AFR,strauss-co-irma-stern,
Strauss & Co: Karel Nel: Close and Far,,,,,https://www.quicket.co.za/events/320524-karel-nel-close-and-far/?preview=t,https://woordfees.co.za/program/strauss-co-karel-nel-close-and-far/,,,,,,,,,AFR,strauss-co-karel-nel-close-and-far,
Strauss & Co: Kuns-en-juweliersware-veiling: Uitstalling,,,,,,https://woordfees.co.za/program/strauss-co-kuns-en-juweliersware-veiling-uitstalling/,,,,,,,,,AFR,strauss-co-kuns-en-juweliersware-veiling-uitstalling,
Strauss & Co: Masterclass on Irma Stern,,,,,https://www.quicket.co.za/events/320517-masterclass-on-irma-stern/?preview=t,https://woordfees.co.za/program/strauss-co-masterclass-on-irma-stern/,,,,,,,,,AFR,strauss-co-masterclass-on-irma-stern,
Strauss & Co: Ruminations: Karel Nel,,,,,,https://woordfees.co.za/program/strauss-co-ruminations-karel-nel/,,,,,,,,,AFR,strauss-co-ruminations-karel-nel,
Strauss & Co: Sononder-rondleidings met Frank Kilbourn,,,,,https://www.quicket.co.za/events/320513-sunset-walkabout-with-frank-kilbourn/?preview=t,https://woordfees.co.za/program/strauss-co-sononder-rondleidings-met-frank-kilbourn/,,,,,,,,,AFR,strauss-co-sononder-rondleidings-met-frank-kilbourn,
Strauss & Co: South African Art Jewelry: Origins & Legacy,,,,,,https://woordfees.co.za/program/strauss-co-south-african-art-jewelry-origins-legacy/,,,,,,,,,AFR,strauss-co-south-african-art-jewelry-origins-legacy,
Strauss & Co: The art of collecting,,,,,https://www.quicket.co.za/events/320527-the-art-of-collecting/?preview=t,https://woordfees.co.za/program/strauss-co-the-art-of-collecting/,,,,,,,,,AFR,strauss-co-the-art-of-collecting,
Strauss & Co: Travelling Sekoto Returns Home,,,,,https://www.quicket.co.za/events/320519-travelling-sekoto-returns-home/?preview=t,https://woordfees.co.za/program/strauss-co-travelling-sekoto-returns-home/,,,,,,,,,AFR,strauss-co-travelling-sekoto-returns-home,
Strauss & Co: Wol by die Woordfees,,,,,https://www.quicket.co.za/events/320515-wol-by-die-woordfees/?preview=t,https://woordfees.co.za/program/strauss-co-wol-by-die-woordfees/,,,,,,,,,AFR,strauss-co-wol-by-die-woordfees,
Strauss & Co: Woordfees Kunsveiling Rondleiding,,,,,,https://woordfees.co.za/program/strauss-co-woordfees-kunsveiling-rondleiding/,,,,,,,,,AFR,strauss-co-woordfees-kunsveiling-rondleiding,
Strauss & co: Woordfeeskunsveiling en -uitstalling,,,,,,https://woordfees.co.za/program/strauss-co-woordfeeskunsveiling-en-uitstalling/,,,,,,,,,AFR,strauss-co-woordfeeskunsveiling-en-uitstalling,
Studentediskoers: Hoe deel ons die kampus?,,,,,,https://woordfees.co.za/program/studentediskoers-hoe-deel-ons-die-kampus/,,,,,,,,,AFR,studentediskoers-hoe-deel-ons-die-kampus,
Studentediskoers: Hoe deel ons in mekaar se lekkerkry en swaarkry?,,,,,,https://woordfees.co.za/program/studentediskoers-hoe-deel-ons-in-mekaar-se-lekkerkry-en-swaarkry/,,,,,,,,,AFR,studentediskoers-hoe-deel-ons-in-mekaar-se-lekkerkry-en-swaarkry,
Studentediskoers: Hoe lyk die lewe ná jou graad?,,,,,,https://woordfees.co.za/program/studentediskoers-hoe-lyk-die-lewe-na-jou-graad/,,,,,,,,,AFR,studentediskoers-hoe-lyk-die-lewe-ná-jou-graad,
Sugar and spice,,,,,https://www.quicket.co.za/events/319683-sugar-and-spice/?preview=t,https://woordfees.co.za/program/sugar-and-spice/,,,,,,,,,AFR,sugar-and-spice,
Sy/haar/Hertzog,,,,,https://www.quicket.co.za/events/319684-sy-haar-hertzog/?preview=t,https://woordfees.co.za/program/sy-haar-hertzog/,,,,,,,,,AFR,syhaarhertzog,
Taalgenoot-Ruk en Rym-finaal met Jack Parow,,,,,https://www.quicket.co.za/events/318665-taalgenoot-ruk-en-rym-finaal-met-jack-parow/?preview=t,https://woordfees.co.za/program/taalgenoot-ruk-en-rym-finaal-met-jack-parow/,,,,,,,,,AFR,taalgenoot-ruk-en-rym-finaal-met-jack-parow,
Take Four Piano Quartet,,,,,https://www.quicket.co.za/events/318628-take-four-piano-quartet/?preview=t,https://woordfees.co.za/program/take-four-piano-quartet/,,,,,,,,,AFR,take-four-piano-quartet,
Talle tale,,,,,https://www.quicket.co.za/events/319720-dag-van-posie-talle-tale/?preview=t,https://woordfees.co.za/program/talle-tale/,,,,,,,,,AFR,talle-tale,
Teatergesprekke: Twee operas: ‘Die towerfluit’ en ‘The Barber of Seville’,,,,,,https://woordfees.co.za/program/teatergesprekke-twee-operas-die-towerfluit-en-the-barber-of-seville/,,,,,,,,,AFR,teatergesprekke-twee-operas-die-towerfluit-en-the-barber-of-seville,
Teatergesprekke: ‘Boesman en Lena’,,,,,,https://woordfees.co.za/program/teatergesprekke-boesman-en-lena/,,,,,,,,,AFR,teatergesprekke-boesman-en-lena,
Teatergesprekke: ‘Boklied’,,,,,,https://woordfees.co.za/program/teatergesprekke-boklied/,,,,,,,,,AFR,teatergesprekke-boklied,
Teatergesprekke: ‘Die ander dogter’,,,,,,https://woordfees.co.za/program/teatergesprekke-die-ander-dogter/,,,,,,,,,AFR,teatergesprekke-die-ander-dogter,
Teatergesprekke: ‘Huis van sand’,,,,,,https://woordfees.co.za/program/teatergesprekke-huis-van-sand/,,,,,,,,,AFR,teatergesprekke-huis-van-sand,
Teatergesprekke: ‘Kinderlê’,,,,,,https://woordfees.co.za/program/teatergesprekke-kinderle/,,,,,,,,,AFR,teatergesprekke-kinderlê,
The Barber of Seville,,,,,https://www.quicket.co.za/events/318686-the-barber-of-seville/?preview=t,https://woordfees.co.za/program/the-barber-of-seville/,,,,,,,,,AFR,the-barber-of-seville,
The Boat,,,,,,https://woordfees.co.za/program/the-boat/,,,,,,,,,AFR,the-boat,
The Fugue of Tjebolang,,,,,https://www.quicket.co.za/events/318581-the-fugue-of-tjebolang/?preview=t,https://woordfees.co.za/program/the-fugue-of-tjebolang/,,,,,,,,,AFR,the-fugue-of-tjebolang,
The Interpreters,,,,,https://www.quicket.co.za/events/319686-the-interpreters/?preview=t,https://woordfees.co.za/program/the-interpreters/,,,,,,,,,AFR,the-interpreters,
The Magic Flute,,,,,https://www.quicket.co.za/events/319644-die-towerfluit-the-magic-flute/?preview=t,https://woordfees.co.za/program/die-towerfluit-the-magic-flute/,,,,,,,,,AFR,the-magic-flute,
The Moon Looks Delicious From Here,,,,,https://www.quicket.co.za/events/318690-the-moon-looks-delicious-from-here/?preview=t,https://woordfees.co.za/program/the-moon-looks-delicious-from-here/,,,,,,,,,AFR,the-moon-looks-delicious-from-here,
The Professionals,,,,,https://www.quicket.co.za/events/319718-dag-van-posie-the-professionals/?preview=t,https://woordfees.co.za/program/the-professionals/,,,,,,,,,AFR,the-professionals,
The Table,,,,,https://www.quicket.co.za/events/320272-the-table/?preview=t,https://woordfees.co.za/program/the-table/,,,,,,,,,AFR,the-table,
The Ugly Noo Noo,,,,,https://www.quicket.co.za/events/318580-the-ugly-noo-noo/?preview=t,https://woordfees.co.za/program/the-ugly-noo-noo/,,,,,,,,,AFR,the-ugly-noo-noo,
Timeless South African,,,,,https://www.quicket.co.za/events/320273-timeless-south-african/#/,https://woordfees.co.za/program/timeless-south-africa/,,,,,,,,,AFR,timeless-south-african,
Toekomstige boere: Loopbaangeleenthede in landbou,,,,,,https://woordfees.co.za/program/toekomstige-boere-loopbaangeleenthede-in-landbou/,,,,,,,,,AFR,toekomstige-boere-loopbaangeleenthede-in-landbou,
Tollie Parton: Hoofseun,,,,,https://www.quicket.co.za/events/319666-tollie-parton-hoofseun?preview=t#/,https://woordfees.co.za/program/tollie-parton-hoofseun/,,,,,,,,,AFR,tollie-parton-hoofseun,
Tony Leon: Being There,,,,,https://www.quicket.co.za/events/319689-tony-leon-being-there/?preview=t,https://woordfees.co.za/program/tony-leon-being-there/,,,,,,,,,AFR,tony-leon-being-there,
Toyota Stellenbosch Woordfees Langtafel,,,,,https://www.quicket.co.za/events/320475-toyota-stellenbosch-woordfees-langtafel/?preview=t,https://woordfees.co.za/program/toyota-stellenbosch-woordfees-langtafel/,,,,,,,,,AFR,toyota-stellenbosch-woordfees-langtafel,
Trek Lager!,,,,,https://www.quicket.co.za/events/319851-trek-lager/?preview=t,https://woordfees.co.za/program/trek-lager/,,,,,,,,,AFR,trek-lager,
Trude Gunther: Figuursketse,,,,,https://www.quicket.co.za/events/320437-trude-gunther-figuursketse/?preview=t,https://woordfees.co.za/program/trude-gunther-figuursketse/,,,,,,,,,AFR,trude-gunther-figuursketse,
Tygerberg Kinderkoor: Souvenirs,,,,,https://www.quicket.co.za/events/318630-tygerberg-kinderkoor-souvenirs/?preview=t,https://woordfees.co.za/program/tygerberg-kinderkoor-souvenirs/,,,,,,,,,AFR,tygerberg-kinderkoor-souvenirs,
US Museum-uitstallings: Stellenbosch-triennale: From the vault,,,,,,https://woordfees.co.za/program/us-museum-uitstallings-stellenbosch-triennale-from-the-vault/,,,,,,,,,AFR,us-museum-uitstallings-stellenbosch-triennale-from-the-vault,
Uit die argiewe: Kreatiewe inspirasie,,,,,,https://woordfees.co.za/program/uit-die-argiewe-kreatiewe-inspirasie-met-argiefmateriaal-uit-spesiale-versamelings/,,,,,,,,,AFR,uit-die-argiewe-kreatiewe-inspirasie,
Une orange de jaffa (’n Lemoen van jaffa),,,,,,https://woordfees.co.za/program/une-orange-de-jaffa-n-lemoen-van-jaffa/,,,,,,,,,AFR,une-orange-de-jaffa-n-lemoen-van-jaffa,
"Uniondale, Leentjiesklip en Hillbrow: Stories met wysies",,,,,https://www.quicket.co.za/events/318642-uniondale-leentjiesklip-en-hillbrow-stories-met-wysies/?preview=t,https://woordfees.co.za/program/uniondale-leentjiesklip-en-hillbrow-stories-met-wysies/,,,,,,,,,AFR,uniondale-leentjiesklip-en-hillbrow-stories-met-wysies,
Universiteitskoor Stellenbosch,,,,,https://www.quicket.co.za/events/318632-universiteitskoor-stellenbosch-university-choir/?preview=t,https://woordfees.co.za/program/universiteitskoor-stellenbosch/,,,,,,,,,AFR,universiteitskoor-stellenbosch,
VIA: Bier-uur met Arno,,,,,,https://woordfees.co.za/program/via-bier-uur-met-arno/,,,,,,,,,AFR,via-bier-uur-met-arno,
VIA: Bier-uur met Beer,,,,,,https://woordfees.co.za/program/via-bier-uur-met-beer/,,,,,,,,,AFR,via-bier-uur-met-beer,
VVA-Ommietafelgesprek: Boeke en feeste – pasmaats?,,,,,,https://woordfees.co.za/program/gesprekke-oor-afrikaans-vva-ommietafelgesprek-boeke-en-feeste-pasmaats/,,,,,,,,,AFR,vva-ommietafelgesprek-boeke-en-feeste-pasmaats,
Valiant Swart: Anderkant die donker vallei,,,,,https://www.quicket.co.za/events/319732-valiant-swart-anderkant-die-donker-vallei?preview=t#/,https://woordfees.co.za/program/valiant-swart-anderkant-die-donker-vallei/,,,,,,,,,AFR,valiant-swart-anderkant-die-donker-vallei,
Van Der Aven,,,,,https://www.quicket.co.za/events/318670-van-der-aven/?preview=t,https://woordfees.co.za/program/van-der-aven/,,,,,,,,,AFR,van-der-aven,
Van Ganser Harte,,,,,https://www.quicket.co.za/events/318644-van-ganser-harte/?preview=t,https://woordfees.co.za/program/van-ganser-harte/,,,,,,,,,AFR,van-ganser-harte,
Van die pil tot menopouse: ’n Koorddans tussen gesondheid en risiko,,,,,,https://woordfees.co.za/program/science-cafe-van-die-pil-tot-menopouse-n-koordans-tussen-gesondheid-en-risiko/,,,,,,,,,AFR,van-die-pil-tot-menopouse-n-koorddans-tussen-gesondheid-en-risiko,
Van taalpaal tot totem: Kom wissel toekomswoorde met ons,,,,,,https://woordfees.co.za/program/gesprekke-oor-afrikaans-van-taalpaal-tot-totem-kom-wissel-toekomswoorde-met-ons/,,,,,,,,,AFR,van-taalpaal-tot-totem-kom-wissel-toekomswoorde-met-ons,
"Vannie wal, Af.",,,,,https://www.quicket.co.za/events/319768-vannie-wal-af?preview=t#/,https://woordfees.co.za/program/vannie-wal-af/,,,,,,,,,AFR,vannie-wal-af,
Velddraf met woorde,,,,,http://quicket.co.za/events/320486-velddraf-met-woorde/?ref=events-list,https://woordfees.co.za/program/velddraf-met-woorde/,,,,,,,,,AFR,velddraf-met-woorde,
Viola Dialogues,,,,,https://www.quicket.co.za/events/318548-viola-dialogues/?preview=t,https://woordfees.co.za/program/viola-dialogues/,,,,,,,,,AFR,viola-dialogues,
Voces Cordis,,,,,https://www.quicket.co.za/events/318635-voces-cordis/?preview=t,https://woordfees.co.za/program/voces-cordis/,,,,,,,,,AFR,voces-cordis,
Vrag in vraag,,,,,,https://woordfees.co.za/program/vrag-in-vraag/,,,,,,,,,AFR,vrag-in-vraag,
Vredemaker,,,,,https://www.quicket.co.za/events/319692-vredemaker/?preview=t,https://woordfees.co.za/program/vredemaker/,,,,,,,,,AFR,vredemaker,
WOW-Skrywersfees: Skrywersgesprek Gr. 10-12,,,,,,https://woordfees.co.za/program/wow-skrywersfees-skrywersgesprek-gr-10-12/,,,,,,,,,AFR,wow-skrywersfees-skrywersgesprek-gr-10-12,
